ReserveId,Position_X,Position_Y,Position_Z,NeedZoneId,NeedType,MapIconId,NeedZoneStartTimeHours,NeedZoneEndTimeHours,AnimalTypeLocalizationName,NeedZoneScheduleIndex,DiscoveredGroups
1,6992.0,1027.099609375,6032.0,1332834554,2,6195182030697484331,8.0,12.0,1124598738,2,
1,7264.0,1027.39013671875,6304.0,922571091,2,12580021812479218374,8.0,12.0,1124598738,2,
1,7296.0,1023.0029296875,6656.0,-269719692,2,6980191904963022785,8.0,12.0,1124598738,2,
1,7408.0,1027.6806640625,6976.0,708702800,2,17735621245442982406,4.0,8.0,1587180490,1,
1,8000.0,1026.40380859375,7568.0,1119022603,2,7350015847824358616,8.0,12.0,1124598738,2,
1,7792.0,1025.00537109375,7648.0,-1078370850,2,14224732453640833463,8.0,12.0,1124598738,2,
1,7808.0,1025.517578125,7776.0,-1566762192,2,14198630975197633876,8.0,12.0,1124598738,2,
1,8128.0,1025.719970703125,7968.0,1154475892,2,5786753675287008579,8.0,12.0,1124598738,2,
1,7856.0,1026.74755859375,8512.0,-1332913553,2,3002307807612786362,8.0,12.0,1124598738,2,
1,7504.0,1025.98388671875,8864.0,1514357860,2,4355686530444918838,8.0,12.0,1124598738,2,
1,7376.0,1025.14697265625,9072.0,593864260,2,2007999355937729073,8.0,12.0,1124598738,2,
1,7312.0,1025.543701171875,9296.0,-1558069229,2,8102514254025863960,8.0,12.0,1124598738,2,
1,7392.0,1025.08154296875,9632.0,-617214565,2,1590763319676268618,4.0,8.0,1587180490,1,
1,7392.0,1025.08154296875,9632.0,547087209,2,11371096568123425270,8.0,12.0,1124598738,2,
1,7680.0,1024.682373046875,10080.0,-1059995839,2,2211148317061311902,8.0,12.0,1124598738,2,
1,7664.0,1024.81396484375,10336.0,967302999,2,11153098248239100804,8.0,12.0,1124598738,2,
1,7872.0,1026.5498046875,10464.0,-1188781578,2,15973081960972889878,8.0,12.0,1124598738,2,
1,7696.0,1026.626953125,10592.0,-703557813,2,16122212457216691765,4.0,8.0,1587180490,1,
1,7696.0,1026.626953125,10592.0,-1710066909,2,10421056848201951178,8.0,12.0,1124598738,2,
1,7616.0,1028.19189453125,10704.0,-2063914003,2,1761164480898463141,8.0,12.0,1124598738,2,
1,7312.0,1024.729736328125,11168.0,-1439711357,2,374507980589567201,8.0,12.0,1124598738,2,
1,8224.0,1027.222900390625,11488.0,-1552743334,2,6089454516784392458,4.0,8.0,1587180490,1,
1,8896.0,1025.859130859375,11392.0,-1014011617,2,14078458369376346298,8.0,12.0,1124598738,2,
1,8656.0,1025.47900390625,10912.0,62359443,2,14936576686551127850,8.0,12.0,1124598738,2,
1,8480.0,1027.6591796875,10736.0,-1077393578,2,824644777260214566,4.0,8.0,1587180490,1,
1,8640.0,1026.351806640625,7184.0,-553245199,2,16425530599870968747,4.0,8.0,1587180490,1,
1,8144.0,1025.782470703125,7680.0,-2008990423,2,17915138001604588123,8.0,12.0,1124598738,2,
1,8144.0,1025.782470703125,7680.0,1690677043,2,9363340978815117774,4.0,8.0,1587180490,1,
1,7824.0,1027.288330078125,8608.0,1905126782,2,1221514997960989249,8.0,12.0,1124598738,2,
1,7648.0,1025.65576171875,9248.0,1624007183,2,3347365150974637299,8.0,12.0,1124598738,2,
1,8784.0,1075.675537109375,6816.0,1779720809,3,10767178734377928219,8.0,12.0,3371728369,2,
1,8864.0,1069.94873046875,6832.0,-691743722,3,935768373944639425,8.0,12.0,3371728369,2,
1,9040.0,1027.16064453125,7184.0,1936662893,2,13242089465262011618,8.0,12.0,1124598738,2,
1,9376.0,1024.013427734375,7104.0,628200763,2,16798263165157985137,8.0,12.0,1124598738,2,
1,9200.0,1023.5263671875,7168.0,1419844649,2,5053991139124795153,8.0,12.0,1124598738,2,
1,10080.0,1026.06005859375,6560.0,771656539,2,16146921084955146702,4.0,8.0,2735756462,1,
1,10080.0,1026.06005859375,6560.0,-900043750,2,13359350756733213110,4.0,8.0,1587180490,1,
1,10384.0,1024.74462890625,6176.0,1238474020,2,13775729132609174784,4.0,8.0,2735756462,1,
1,10656.0,1025.131591796875,10048.0,598400751,2,9510966181369128658,4.0,8.0,2735756462,1,
1,10304.0,1057.836669921875,10032.0,-442130293,1,5425225506203035592,8.0,12.0,2735756462,2,
1,10128.0,1042.54931640625,10048.0,519469761,3,3110669397309133478,8.0,12.0,1587180490,2,
1,9184.0,1025.032470703125,9568.0,-176977095,2,11418331251004736505,8.0,12.0,1124598738,2,
1,9264.0,1025.34228515625,9312.0,1928158399,2,13930070056279482470,8.0,12.0,1124598738,2,
1,8992.0,1026.94287109375,9328.0,614231907,2,13798921724832596251,8.0,12.0,1124598738,2,
1,8880.0,1023.294677734375,8816.0,-536705956,2,12123741835376915466,8.0,12.0,1124598738,2,
1,8944.0,1025.69970703125,8528.0,-149572141,2,2877260000426908388,8.0,12.0,1124598738,2,
1,9088.0,1025.1494140625,8416.0,1170024306,2,13920031431638550952,8.0,12.0,1124598738,2,
1,8928.0,1024.625244140625,8640.0,232479901,2,4057232669406371406,4.0,8.0,1587180490,1,
1,13168.0,1028.5751953125,7152.0,250986422,3,2233837324026766598,6.0,10.0,2132195963,2,
1,13376.0,1027.850341796875,6976.0,1970701706,2,7109285798940362385,4.0,8.0,2735756462,1,
1,13424.0,1026.97900390625,6800.0,1501608417,2,2559662275293147315,4.0,8.0,1587180490,1,
1,13424.0,1028.503173828125,6464.0,635372151,2,16061401346934082640,4.0,8.0,2735756462,1,
1,13584.0,1027.82568359375,5904.0,-1196783841,2,942460967492811060,4.0,8.0,1587180490,1,
1,8464.0,1088.061279296875,6512.0,-1876814717,2,12352802152190474815,4.0,8.0,2735756462,1,
1,8320.0,1087.92919921875,6320.0,712925537,2,16718826477311917026,4.0,8.0,1587180490,1,
1,8432.0,1087.69677734375,5904.0,90346546,2,12641373774873497292,4.0,8.0,2735756462,1,
1,11232.0,1119.093017578125,10272.0,1215527937,1,9109644003994917318,4.0,8.0,3371728369,1,
1,11536.0,1207.728271484375,10736.0,-943544569,3,9563597071901936940,8.0,12.0,3371728369,2,
1,11584.0,1238.300537109375,10864.0,5950867,3,145958276159322970,6.0,10.0,2132195963,2,
1,10176.0,1033.299560546875,11280.0,-1756552276,2,1669145875764337401,12.0,16.0,4205700664,3,
1,10016.0,1027.58251953125,11296.0,-1438688783,2,5570118179837205146,4.0,8.0,1587180490,1,
1,9584.0,1025.520263671875,11376.0,1802986560,2,15064012640782355545,8.0,12.0,1124598738,2,
1,9136.0,1027.645751953125,11184.0,611331163,2,521184489979090905,4.0,8.0,1587180490,1,
1,9008.0,1026.25341796875,11088.0,1155423761,2,678875306352361734,4.0,8.0,1587180490,1,
1,8704.0,1027.2353515625,11104.0,1099702120,3,13271680591757867654,8.0,12.0,4205700664,2,
1,7744.0,1026.513916015625,10976.0,1284110751,2,3610376339841330916,8.0,12.0,1124598738,2,
1,6352.0,1027.304931640625,11472.0,-2026558275,2,83045502736015456,8.0,12.0,1124598738,2,
1,6224.0,1026.15869140625,11520.0,2011357422,2,12904675824695126772,4.0,8.0,1587180490,1,
1,6080.0,1026.3525390625,11600.0,339971852,2,12086592562149092340,4.0,8.0,1587180490,1,
1,6048.0,1156.456787109375,10400.0,266395839,2,5041714088818346699,8.0,12.0,1124598738,2,
1,5872.0,1153.078125,10576.0,186415033,2,11734346592725777384,8.0,12.0,1124598738,2,
1,5792.0,1152.373779296875,10432.0,-2029175453,2,7983846863991298916,8.0,12.0,1124598738,2,
1,6144.0,1237.798583984375,10192.0,803037828,3,11604323736780519434,7.0,10.0,2522926452,2,
1,6128.0,1253.611572265625,10048.0,1708835468,1,12639727141354136759,4.0,8.0,1124598738,1,
1,6128.0,1253.611572265625,10048.0,602515966,1,8158717896201029033,4.0,7.0,2522926452,1,
1,6112.0,1197.08203125,9744.0,-367519273,3,3870085355722125418,7.0,10.0,2522926452,2,
1,6208.0,1129.930908203125,9520.0,-889864875,1,8284821935113333798,4.0,8.0,1242189471,1,
1,6624.0,1025.347900390625,8832.0,1810966549,2,6069261366286282594,8.0,12.0,1124598738,2,
1,7792.0,1025.194580078125,8016.0,199445452,2,9916255162823612713,8.0,12.0,1124598738,2,
1,7296.0,1072.224609375,7424.0,219957836,1,9204147888316642530,8.0,11.0,1242189471,2,
1,6944.0,1121.542236328125,7344.0,-1902455082,1,16506446453577293292,8.0,11.0,1242189471,2,
1,6832.0,1121.61279296875,7200.0,1907272433,3,16567783115877328476,7.0,10.0,2522926452,2,
1,6496.0,1134.450927734375,6944.0,-152306772,2,2736207055271991818,8.0,12.0,1124598738,2,
1,7552.0,1026.505615234375,5344.0,-836296364,2,1123784287832865104,8.0,12.0,1124598738,2,
1,6400.0,1077.355224609375,4864.0,-2074164757,1,782837242769867080,4.0,8.0,4205700664,1,
1,6192.0,1212.15576171875,4592.0,223022697,3,9034519919215294243,8.0,12.0,4205700664,2,
1,5600.0,1292.178955078125,4560.0,-391731093,2,16262704609273399314,8.0,12.0,1124598738,2,
1,9184.0,1145.536376953125,4640.0,-1650313105,1,15735274873853763124,4.0,8.0,3371728369,1,
1,9248.0,1123.485595703125,4784.0,-652924495,2,9999163962958792943,4.0,8.0,1587180490,1,
1,9248.0,1123.485595703125,4784.0,95339146,2,10702907876043682872,4.0,8.0,2735756462,1,
1,9344.0,1111.99755859375,4992.0,-1045931750,3,2500507574216332216,7.0,10.0,2522926452,2,
1,12224.0,1234.876708984375,9088.0,658911143,3,14347365785036552878,6.0,10.0,2132195963,2,
1,12016.0,1194.2666015625,9120.0,-1786325439,3,12623984160044549807,8.0,12.0,1587180490,2,
1,11904.0,1174.163330078125,9200.0,-8536049,2,3569312519874239708,4.0,8.0,2735756462,1,
1,11904.0,1174.163330078125,9200.0,-896028364,2,15922923542984846966,4.0,8.0,1587180490,1,
1,8368.0,1139.344970703125,4352.0,1394538671,3,4410415909844533618,8.0,12.0,4205700664,2,
1,7872.0,1022.279296875,4224.0,-1032323815,2,16601244439108373485,8.0,12.0,1124598738,2,
1,7792.0,1028.835693359375,4160.0,-1668037873,1,16683670199769758352,8.0,11.0,1242189471,2,
1,7840.0,1027.779541015625,4560.0,1198935970,2,12369425425793134849,4.0,8.0,1587180490,1,
1,7600.0,1025.78125,4832.0,-92516705,1,2007083340584985570,8.0,11.0,1242189471,2,
1,7136.0,1026.9052734375,5952.0,-1653040611,1,4706443392727950840,8.0,11.0,1242189471,2,
1,7408.0,1027.6806640625,6976.0,1731359106,2,10806181499544818695,8.0,12.0,1124598738,2,
1,7648.0,1025.98046875,6976.0,1523692869,2,15210143638199077548,4.0,8.0,1587180490,1,
1,7840.0,1026.91455078125,7216.0,375329826,2,10235353730722891695,4.0,8.0,1587180490,1,
1,7792.0,1025.00537109375,7648.0,11982636,2,4147604820465341566,4.0,8.0,1587180490,1,
1,7616.0,1027.12744140625,8816.0,1064580889,1,4280622918024714827,4.0,8.0,1124598738,1,
1,7552.0,1025.25048828125,9088.0,-1184920925,2,39361767778742934,4.0,8.0,1587180490,1,
1,8496.0,1025.475341796875,10560.0,772698373,2,1868277813287273356,8.0,12.0,1124598738,2,
1,6992.0,1025.54931640625,5312.0,1213906588,2,956425515967155150,4.0,8.0,1587180490,1,
1,7696.0,1025.59912109375,10224.0,230394743,2,17436719031061596224,4.0,8.0,1587180490,1,
1,7776.0,1019.15771484375,4640.0,-954901064,1,13081100704314640999,9.0,11.0,3308951053,3,
3,8928.0,1204.267822265625,-7312.0,-1672519020,1,12590844962210719266,8.0,11.0,2932471265,2,
3,8832.0,1205.251708984375,-7312.0,195001873,1,7873671538327804104,11.0,14.0,2932471265,3,
3,11632.0,1154.12353515625,-7072.0,-27142407,1,12815075231830085693,15.0,18.0,1458396849,5,
3,11760.0,1122.408935546875,-6944.0,-1042014022,1,15906219041458334514,3.0,6.0,2655312513,1,
3,8400.0,1192.8408203125,-8176.0,1740967239,1,8156822700361773821,8.0,11.0,2932471265,2,
3,8416.0,1199.246337890625,-9360.0,-566274408,1,10871426754375045283,9.0,12.0,1660241597,3,
3,9008.0,1139.85791015625,-11104.0,1599587466,3,16868712101000859928,13.0,16.0,1638931339,4,
3,8400.0,1091.059814453125,-11216.0,-1729180338,1,17632567499575996133,6.0,9.0,1641121368,2,
3,8400.0,1091.059814453125,-11216.0,-1729180338,1,7924992011507426136,9.0,12.0,1641121368,3,
3,9424.0,1177.48828125,-11456.0,-674615669,3,6056605711965771486,10.0,14.0,2655312513,3,
3,7760.0,1141.9208984375,-9840.0,-1233134792,1,14418754320102999527,15.0,18.0,1660241597,5,
3,7664.0,1127.1640625,-10256.0,321204830,3,5596334255552304560,18.0,21.0,1660241597,6,
3,10752.0,1093.78857421875,-11536.0,2109535861,1,12883028501372555236,3.0,6.0,2655312513,1,
3,8528.0,1182.198974609375,-9056.0,-1209246989,1,237563873820786076,6.0,10.0,1638931339,2,
3,8448.0,1106.62353515625,-11520.0,-1471840961,3,12620767717745238380,10.0,14.0,1333330573,3,
3,10000.0,1186.23046875,-11664.0,-1294743172,3,15899123129498213206,14.0,18.0,1333330573,4,
3,9056.0,1114.651123046875,-12016.0,-1662652846,3,9614714730996826843,7.0,10.0,1333330573,2,
3,9072.0,1181.89013671875,-8080.0,-608692356,2,14580510336293971645,6.0,9.0,1660241597,2,
3,10208.0,1199.138916015625,-7008.0,2110829353,1,3954194133344589840,6.0,10.0,1638931339,2,
3,7872.0,1213.0712890625,-6768.0,1174182005,1,13503970894541267069,8.0,11.0,2932471265,2,
3,8096.0,1215.4052734375,-6576.0,-907734682,1,13008876979040241598,11.0,14.0,2932471265,3,
3,8096.0,1215.4052734375,-6576.0,-907734682,1,17821918458432196861,8.0,11.0,2932471265,2,
3,8768.0,1183.42236328125,-8336.0,522224299,1,5459099033428677886,11.0,14.0,2932471265,3,
3,8704.0,1039.315185546875,-12336.0,-325477271,3,8362405580356183356,6.0,10.0,2655312513,2,
3,9968.0,1237.60107421875,-10880.0,-1386547809,3,1281777012330325300,14.0,18.0,2655312513,4,
3,11168.0,1081.012451171875,-8848.0,-1323910936,1,11842159970520427616,15.0,18.0,1458396849,5,
3,8832.0,1205.251708984375,-7312.0,195001873,1,6750373417508409744,8.0,11.0,2932471265,2,
3,9072.0,1085.38037109375,-5968.0,-2111509073,1,8568803122097387050,6.0,10.0,1638931339,2,
3,8400.0,1192.8408203125,-8176.0,1740967239,1,8365467855905559923,11.0,14.0,2932471265,3,
3,8448.0,1103.72509765625,-11648.0,632583049,1,8724881348761051375,9.0,12.0,1641121368,3,
3,8864.0,1203.55908203125,-7568.0,-2138959510,3,14213791121576872901,14.0,18.0,2932471265,4,
3,8656.0,1195.22900390625,-6464.0,-909478592,1,3405024908751493610,11.0,14.0,2932471265,3,
3,9936.0,1227.810546875,-10400.0,1813806885,1,7240170924836157074,4.0,8.0,2932471265,1,
3,8320.0,1207.251220703125,-9472.0,-2121478430,1,7325083229180940896,9.0,12.0,1660241597,3,
3,8112.0,1187.7333984375,-9808.0,-176614098,1,12112662359250416057,11.0,14.0,2932471265,3,
3,8736.0,1230.317626953125,-9920.0,-894581689,1,5538881745450647155,11.0,14.0,2932471265,3,
3,8704.0,1217.750244140625,-9456.0,1008714292,1,9305647070220536464,4.0,8.0,2250985392,1,
3,10064.0,1169.77294921875,-9456.0,-90984258,3,17995553900598103944,7.0,10.0,1333330573,2,
3,8928.0,1204.267822265625,-7312.0,-1672519020,1,8230935323887408060,11.0,14.0,2932471265,3,
3,8560.0,1185.338623046875,-8208.0,-1091986313,1,15047333731117812421,8.0,11.0,2932471265,2,
3,10704.0,1045.5634765625,-5696.0,320574184,1,8459402454785557004,15.0,18.0,1458396849,5,
3,10624.0,1033.001220703125,-5360.0,-1765654663,3,14704489846891637709,10.0,14.0,2655312513,3,
3,7952.0,1201.87109375,-7936.0,1769529292,1,13153600010798356730,9.0,12.0,1660241597,3,
3,7648.0,1192.466064453125,-7392.0,373209063,3,11674684839161203398,10.0,13.0,1638931339,3,
3,7520.0,1156.439697265625,-8096.0,-558249040,1,16704917665121713848,13.0,15.0,2453740842,5,
3,7376.0,1163.4130859375,-8256.0,1139088776,2,11446060588061559604,12.0,15.0,2250985392,3,
3,7808.0,1158.722412109375,-8384.0,229085601,1,1572057478134929344,15.0,18.0,1660241597,5,
3,11808.0,1098.06201171875,-6784.0,159642682,1,10151452368594523290,12.0,15.0,1641121368,4,
3,10944.0,1198.203857421875,-8128.0,1501738982,3,17887889094493132977,10.0,14.0,2655312513,3,
3,11504.0,1025.70361328125,-8944.0,-1187493433,2,995282688846651368,15.0,18.0,1641121368,5,
3,10944.0,1054.9267578125,-6032.0,-1676087074,1,14841730995895839335,12.0,15.0,1641121368,4,
3,9248.0,1124.365966796875,-12224.0,-2064258525,1,2088665060146391450,3.0,6.0,2655312513,1,
3,9920.0,1200.3271484375,-7680.0,299066291,1,18330056919109175873,6.0,10.0,1638931339,2,
3,12224.0,1118.51025390625,-7408.0,-1238574796,1,10120141250337290851,12.0,15.0,1641121368,4,
3,10640.0,1135.100341796875,-11264.0,-962172423,1,5915538619584169611,12.0,15.0,1641121368,4,
3,11200.0,1071.164794921875,-10560.0,421455742,1,6814540948084050434,12.0,15.0,1641121368,4,
3,11456.0,1032.1015625,-10832.0,-1530503275,3,17606255831703065120,10.0,14.0,1333330573,3,
3,10336.0,1175.451904296875,-9216.0,1158398909,3,9987194606978299706,12.0,15.0,1660241597,4,
3,10000.0,1174.0126953125,-9408.0,239885252,1,14018558025649223011,9.0,12.0,1660241597,3,
3,9648.0,1169.901611328125,-9488.0,1113576340,2,11399053370857282575,12.0,15.0,2250985392,3,
3,9680.0,1169.26318359375,-9616.0,126893625,2,13379590340681639157,12.0,15.0,2250985392,3,
3,11040.0,1081.619873046875,-6176.0,-931055204,1,4705603792875609844,15.0,18.0,1458396849,5,
3,10752.0,1046.776123046875,-5760.0,-2084749590,3,958191733271225705,14.0,18.0,1333330573,4,
3,9776.0,1155.030029296875,-6176.0,-1196441904,1,10647016510975549045,15.0,18.0,1660241597,5,
3,9472.0,1210.289794921875,-7568.0,-432656410,1,1884345181018492899,6.0,10.0,1638931339,2,
3,8768.0,1183.42236328125,-8336.0,522224299,1,17956432473792615794,4.0,8.0,2932471265,1,
3,9744.0,1187.591064453125,-8096.0,-648768156,2,5051147341071958957,6.0,9.0,1660241597,2,
3,9088.0,1182.4443359375,-6656.0,-1020441036,3,12854062132646570085,8.0,12.0,2250985392,2,
3,7648.0,1192.466064453125,-7392.0,373209063,3,7714274582374539720,13.0,16.0,1638931339,4,
3,9792.0,1183.527099609375,-8912.0,-1574126001,1,17944806154160390506,15.0,18.0,1660241597,5,
3,9744.0,1187.591064453125,-8096.0,1379006897,2,3357042943380864092,3.0,6.0,1638931339,1,
3,10416.0,1190.0478515625,-7440.0,1153641348,2,9697733825251524551,3.0,6.0,1638931339,1,
3,7376.0,1163.4130859375,-8256.0,2078956722,2,15091625594948484553,6.0,9.0,1660241597,2,
3,7248.0,1160.40966796875,-7520.0,728977286,1,1113847538275546036,3.0,6.0,2655312513,1,
3,10336.0,1216.181640625,-6976.0,-444466494,3,3717124086692726882,8.0,12.0,2250985392,2,
3,7152.0,1165.11376953125,-7456.0,-1371142432,3,1805172610397389092,10.0,13.0,1638931339,3,
3,10192.0,1202.903076171875,-7968.0,-1124730575,3,14862026959906033262,12.0,15.0,1660241597,4,
3,9632.0,1200.677978515625,-7328.0,1763927319,1,4927708161481420765,6.0,10.0,1638931339,2,
3,9920.0,1200.3271484375,-7680.0,-1061265952,1,2380811139647784488,3.0,6.0,1660241597,1,
3,9696.0,1188.067626953125,-7984.0,-1405240953,2,14028718701495603049,6.0,9.0,1660241597,2,
3,11520.0,1071.755615234375,-6560.0,-2042115448,1,4697879831645349046,9.0,12.0,1641121368,3,
3,8576.0,1199.93115234375,-6576.0,884164632,1,13616838846683512400,4.0,8.0,2932471265,1,
3,8000.0,1182.827392578125,-8208.0,170297280,3,9214086469753961971,13.0,16.0,1638931339,4,
3,9056.0,1116.986572265625,-11712.0,367246779,3,9252098752340220612,10.0,14.0,2655312513,3,
3,9248.0,1124.365966796875,-12224.0,-885381238,1,15738190490886357565,12.0,15.0,1458396849,4,
3,7360.0,1109.2529296875,-10752.0,532708261,1,3058347233610981135,12.0,15.0,1641121368,4,
3,7216.0,1097.936279296875,-10848.0,-98595378,3,14505450622980744067,14.0,18.0,1333330573,4,
3,7088.0,1097.3154296875,-10848.0,37683366,3,4272754694962216013,14.0,18.0,1333330573,4,
3,5760.0,1032.60205078125,-11200.0,1440767290,3,4240300742069220499,14.0,18.0,1333330573,4,
3,7456.0,1163.38037109375,-7776.0,-1331136984,2,6034523586126109721,3.0,6.0,1638931339,1,
3,7360.0,1163.74853515625,-7760.0,1170447958,2,17134935750787694516,3.0,6.0,1638931339,1,
3,7488.0,1163.417724609375,-8272.0,-1482470219,2,7986077775950629831,3.0,6.0,1638931339,1,
3,7376.0,1163.4130859375,-8256.0,-1758097929,2,17958073487009983313,3.0,6.0,1638931339,1,
3,7744.0,1174.500732421875,-8816.0,-487864018,1,8391680070631331050,0.0,3.0,2655312513,0,
3,10496.0,1190.373046875,-7600.0,2006647761,2,14475827262688892307,6.0,9.0,1660241597,2,
3,10448.0,1182.029541015625,-7520.0,-1672357317,1,11124949535918087445,5.0,7.0,2453740842,1,
3,10352.0,1190.64453125,-7296.0,-1649864331,2,5468063619322062715,3.0,6.0,1638931339,1,
3,7360.0,1163.74853515625,-7760.0,259474945,2,7488031243249279592,6.0,9.0,1660241597,2,
3,7136.0,1170.70849609375,-7760.0,626929609,1,11182605259928200023,6.0,10.0,1638931339,2,
3,9008.0,1184.126708984375,-8080.0,-642755778,2,15119126745052666267,6.0,9.0,1660241597,2,
3,10272.0,1191.008056640625,-7472.0,374302821,3,1378603073679174283,0.0,5.0,2453740842,0,
3,7472.0,1163.001953125,-7904.0,-1701233635,2,48908721435657663,3.0,6.0,1638931339,1,
3,7552.0,1162.05419921875,-8112.0,-747143284,2,2486206006860394896,3.0,6.0,1638931339,1,
3,11104.0,1122.514404296875,-6416.0,-1687267241,1,1492387826023690476,9.0,12.0,1641121368,3,
3,11696.0,1083.552978515625,-6704.0,-70586904,1,9382280722319723755,15.0,18.0,1458396849,5,
3,9872.0,1190.987060546875,-8368.0,1166361840,1,11303719229752626958,15.0,18.0,1660241597,5,
3,7808.0,1203.142822265625,-7712.0,841545745,3,15093933383624362304,10.0,13.0,1638931339,3,
3,7808.0,1203.142822265625,-7712.0,2132081499,3,11185666206009847542,12.0,15.0,1660241597,4,
3,9792.0,1189.639404296875,-7984.0,-799921554,2,2882369342314818219,3.0,6.0,1638931339,1,
3,9696.0,1188.067626953125,-7984.0,2097673898,2,296107174240950748,3.0,6.0,1638931339,1,
3,9904.0,1199.340576171875,-7904.0,-1042003735,1,17014004846923595051,3.0,6.0,1660241597,1,
3,10064.0,1208.071044921875,-7888.0,-907127984,1,5567428319763646591,4.0,8.0,2250985392,1,
3,10416.0,1187.104248046875,-7648.0,-285695382,1,6445170905627153057,5.0,7.0,2453740842,1,
3,10656.0,1224.260986328125,-7264.0,-1859742902,1,16286650809279200021,3.0,6.0,2655312513,1,
3,10656.0,1224.260986328125,-7264.0,116530800,1,17481139415797789123,4.0,8.0,2250985392,1,
3,10704.0,1230.673828125,-7120.0,-473839097,1,18351906806623797729,3.0,6.0,2655312513,1,
3,11632.0,1154.12353515625,-7072.0,-27142407,1,1777270741307675235,12.0,15.0,1458396849,4,
3,11632.0,1154.12353515625,-7072.0,-493194378,1,7961107710676588635,12.0,15.0,1641121368,4,
3,11648.0,1054.007568359375,-6544.0,1746743250,3,1230679945056788787,14.0,18.0,1333330573,4,
3,10848.0,1072.904541015625,-5968.0,-800470787,3,17225202783633497799,14.0,18.0,1333330573,4,
3,10688.0,1068.008544921875,-5888.0,-1073074296,3,3612397541263548042,10.0,14.0,1333330573,3,
3,10704.0,1045.5634765625,-5696.0,320574184,1,15107263966702617602,12.0,15.0,1458396849,4,
3,10656.0,1037.284423828125,-5536.0,415357089,3,13269736019013747303,14.0,18.0,1333330573,4,
3,7632.0,1192.7958984375,-7520.0,1545688055,1,6333788166187609330,6.0,10.0,1638931339,2,
3,10528.0,1208.05859375,-8096.0,1842424493,3,9128160880015777162,10.0,14.0,1466972895,3,
3,10368.0,1200.425537109375,-8368.0,45647872,3,4278227144798478684,8.0,12.0,2250985392,2,
3,8304.0,1197.321044921875,-9360.0,-1799856893,1,5880696336797829498,3.0,6.0,1660241597,1,
3,8288.0,1201.160400390625,-9808.0,1340122538,1,11389143597799522901,4.0,8.0,2932471265,1,
3,8288.0,1201.160400390625,-9808.0,1358669764,1,4096813191408278190,3.0,6.0,2655312513,1,
3,7952.0,1201.87109375,-7936.0,-76440054,1,11557092882607739984,0.0,3.0,2655312513,0,
3,11104.0,1122.51416015625,-6416.0,-1785728659,1,8623928331214929389,12.0,15.0,1458396849,4,
3,11520.0,1071.75537109375,-6560.0,-19934492,1,14303849979334016376,15.0,18.0,1458396849,5,
3,11760.0,1122.408935546875,-6944.0,532870347,1,12937921030260576224,15.0,18.0,1458396849,5,
